Rx1,-96.0032,-96.0252,false
Rx2,-62.5076,-62.526,false
Rx3,-58.1561,-58.1769,false
Rx4,-71.7407,-71.7605,false
Rx5,-53.3375,-53.356,true
Rx6,-Inf,-Inf,false
Rx7,-94.175,-94.198,false
Rx8,-Inf,-Inf,false
Rx9,-81.3232,-81.3416,false
Rx10,-100.5488,-100.5693,false
Rx11,-Inf,-Inf,false
Rx12,-105.5175,-105.5374,false
Rx13,-87.593,-87.6121,false
Rx14,-72.4121,-72.4338,false
Rx15,-71.8819,-71.9007,false
Rx16,-89.9832,-90.0053,false
Rx17,-56.0031,-56.0219,true
Rx18,-59.0142,-59.0335,false
Rx19,-52.5774,-52.596,true
Rx20,-50.8474,-50.8659,true
Rx21,-67.2054,-67.2265,false
Rx22,-71.9601,-71.9836,false
Rx23,-83.5672,-83.5893,false
Rx24,-72.9972,-73.0153,false
Rx25,-93.4124,-93.4298,false
