Rx1,-52.8685,-52.8769,true
Rx2,-75.6086,-75.625,false
Rx3,-56.6317,-56.6434,false
Rx4,-60.1111,-60.1245,false
Rx5,-98.3366,-98.354,false
Rx6,-79.8676,-79.8804,false
Rx7,-49.7237,-49.7313,true
Rx8,-44.7277,-44.7374,true
Rx9,-57.8438,-57.8556,false
Rx10,-51.3241,-51.3343,false
Rx11,-83.0364,-83.0445,false
Rx12,-94.2396,-94.2527,false
Rx13,-83.9314,-83.9456,false
Rx14,-60.8527,-60.8633,false
Rx15,-45.2847,-45.2957,true
Rx16,-49.2763,-49.285,true
Rx17,-61.9139,-61.9245,false
Rx18,-83.9129,-83.9257,false
Rx19,-56.6935,-56.7044,false
Rx20,-66.0379,-66.0551,false
Rx21,-68.3663,-68.3841,false
Rx22,-69.9473,-69.9685,false
Rx23,-82.6415,-82.6556,false
Rx24,-65.2981,-65.3154,false
Rx25,-69.1809,-69.1967,false
